Station,Crest Time,Car Initials,Car Number,Cut Record ID,Device Name,Car Weight Avg (lbs),Segment Distance (ft),Segment Grade,Front Velocity (fps),Rear Velocity (fps),Front Free Rolling,Rear Free Rolling,Friction Energy Loss,Kinetic Energy,Potential Energy,Wind Energy,Wind Direction,Wind Gust Velocity (fps),Wind Velocity (fps),Wind Energy Info
TULSA,2021-09-01 00:00:00,NDYX,832972,10899784,SWB4150,76666.0,262.6299999999992,0.012549451974836288,18.8781,20.29,FALSE,TRUE,322043.24,4957948.14,795431.31,715.82819979532,186,4.0,3.0031752857142853,"{""densityOfAir"":0.07167528059811702,""bulkhead"":190,""relativeWindSpeed"":17.904611295915945,""dragCoefficient"":0.003,""elapsedTime"":7.166}"
TULSA,2021-09-01 00:00:00,NDYX,832972,10899784,SWB4546,76666.0,137.26000000000022,-0.001675652047209805,13.4409,12.3066,TRUE,TRUE,125500.33,658366.96,-52900.01,214.17087273906506,186,4.0,3.0031752857142853,"{""densityOfAir"":0.07167470740262137,""bulkhead"":190,""relativeWindSpeed"":10.909711295915947,""dragCoefficient"":0.003,""elapsedTime"":10.552}"
TULSA,2021-09-01 00:00:00,NDYX,832972,10899784,SWB0950,76666.0,98.03999999999905,0.031156547743236996,20.1149,9.86,FALSE,TRUE,47442.8,3597281.75,660174.6,(null),188,4.0,3.0800007,
TULSA,2021-09-01 00:04:08,WAMX,475505,10899824,SWB4546,72000.0,137.26000000000022,-0.001675652047209805,13.5659,11.5283,TRUE,TRUE,122567.19,639004.16,-49680.01,247.88385665558977,199,3.0,2.374603714285714,"{""densityOfAir"":0.07167470740262137,""bulkhead"":190,""relativeWindSpeed"":11.02940963932516,""dragCoefficient"":0.003,""elapsedTime"":10.944}"
TULSA,2021-09-01 00:04:08,WAMX,475505,10899824,SWB4150,72000.0,263.21333333333257,0.012549451974836288,18.3438,19.78,FALSE,TRUE,325743.37,4522201.53,748147.34,803.4024791605142,203,3.0,2.444445,"{""densityOfAir"":0.07167528059811702,""bulkhead"":190,""relativeWindSpeed"":18.072574327025936,""dragCoefficient"":0.003,""elapsedTime"":7.467}"
TULSA,2021-09-01 00:04:08,WAMX,475505,10899824,SWB0950,72000.0,98.6233333333324,0.031156547743236996,19.909,9.59,FALSE,TRUE,44157.48,3155870.48,624423.26,(null),203,3.0,2.444445,
TULSA,2021-09-01 00:05:07,WAMX,178665,10899814,SWB4546,74000.0,137.26000000000022,-0.001675652047209805,15.1123,11.9291,FALSE,TRUE,201835.1,1057860.03,-85100.01,227.09871075474805,191,4.0,2.584127571428571,"{""densityOfAir"":0.07167470740262137,""bulkhead"":190,""relativeWindSpeed"":10.872778995099015,""dragCoefficient"":0.003,""elapsedTime"":10.82}"
TULSA,2021-09-01 00:05:07,WAMX,178665,10899814,SWB0950,74000.0,98.6233333333324,0.031156547743236996,17.5703,6.51,FALSE,TRUE,74944.27,8075918.88,1069613.92,(null),210,4.0,2.5142862857142854,
TULSA,2021-09-01 00:05:07,WAMX,178665,10899814,SWB4150,74000.0,263.21333333333257,0.012549451974836288,19.6409,20.24,FALSE,TRUE,551788.16,9119223.62,1281548.69,179.82074163034451,191,4.0,2.584127571428571,"{""densityOfAir"":0.07167528059811702,""bulkhead"":190,""relativeWindSpeed"":19.011978995099014,""dragCoefficient"":0.003,""elapsedTime"":1.453}"
TULSA,2021-09-01 00:51:04,TBOX,663569,10899834,SWB4150,248400.0,262.1299999999992,0.012549451974836288,12.2807,20.22,TRUE,TRUE,202480.19,4098787.68,857948.41,755.2664480042455,175,2.0,2.3466672,"{""densityOfAir"":0.0718078407619752,""bulkhead"":150,""relativeWindSpeed"":16.65807467676945,""dragCoefficient"":0.0025,""elapsedTime"":13.924}"
TULSA,2021-09-01 00:51:04,TBOX,663569,10899834,SWB4144,248400.0,97.58000000000175,-0.00297192047550685,10.4353,10.0229,TRUE,TRUE,87930.7,506593.54,-72036.0,70.0256011361428,185,2.0,2.444445,"{""densityOfAir"":0.07180711670057333,""bulkhead"":150,""relativeWindSpeed"":9.042706413931132,""dragCoefficient"":0.0025,""elapsedTime"":9.193}"
TULSA,2021-09-01 00:51:04,TBOX,663569,10899834,SWB0950,248400.0,97.53999999999905,0.031156547743236996,15.3914,15.56,TRUE,TRUE,27181.39,2630974.09,708618.69,71.22082084060952,175,2.0,2.3466672,"{""densityOfAir"":0.07179653042352506,""bulkhead"":150,""relativeWindSpeed"":10.089912390459144,""dragCoefficient"":0.0025,""elapsedTime"":6.419}"
TULSA,2021-09-01 00:51:04,TBOX,663569,10899834,SWB4344,248400.0,86.20999999999913,6.959749449013576E-4,10.0748,9.73845,TRUE,TRUE,29791.19,1168602.1,14903.99,48.01004356817726,185,2.0,2.444445,"{""densityOfAir"":0.07180726650638061,""bulkhead"":150,""relativeWindSpeed"":8.230228218764049,""dragCoefficient"":0.0025,""elapsedTime"":8.589}"
TULSA,2021-09-01 00:51:26,CSXT,134145,10899874,SWB0950,217400.0,103.03999999999905,0.031156547743236996,15.5678,15.69,TRUE,TRUE,35981.02,2205339.45,662253.7,77.96413361937874,175,2.0,2.3466672,"{""densityOfAir"":0.07179653042352506,""bulkhead"":150,""relativeWindSpeed"":9.979912390459143,""dragCoefficient"":0.0025,""elapsedTime"":7.28}"
TULSA,2021-09-01 00:51:26,CSXT,134145,10899874,SWB2324,217400.0,85.55999999999949,3.5063113604456397E-4,12.1342,11.6598,TRUE,TRUE,50812.48,999275.94,6521.99,83.9541730730552,184,2.0,2.444445,"{""densityOfAir"":0.07180858979101164,""bulkhead"":150,""relativeWindSpeed"":10.326323622851552,""dragCoefficient"":0.0025,""elapsedTime"":7.103}"
TULSA,2021-09-01 00:51:26,CSXT,134145,10899874,SWB2124,217400.0,85.55999999999949,-0.0022206638616182293,12.3997,12.2126,TRUE,TRUE,64508.19,573954.83,-41306.01,100.59672663453378,184,2.0,2.444445,"{""densityOfAir"":0.07180851488810801,""bulkhead"":150,""relativeWindSpeed"":10.99923570733447,""dragCoefficient"":0.0025,""elapsedTime"":6.91}"
TULSA,2021-09-01 00:51:26,CSXT,134145,10899874,SWB2140,217400.0,169.07999999999993,0.01383960255500307,19.2744,19.4731,TRUE,TRUE,162307.41,2187082.17,508715.99,460.403232403414,185,2.0,2.444445,"{""densityOfAir"":0.07180237285000925,""bulkhead"":150,""relativeWindSpeed"":16.33134862163484,""dragCoefficient"":0.0025,""elapsedTime"":9.088}"
TULSA,2021-09-01 00:51:26,CSXT,134145,10899874,SWB2130,217400.0,177.54999999999927,0.007787448465414801,12.7916,21.19,TRUE,TRUE,75144.37,4068753.33,284557.12,682.3495795479278,185,2.0,2.444445,"{""densityOfAir"":0.07180898927316441,""bulkhead"":150,""relativeWindSpeed"":18.695504694253895,""dragCoefficient"":0.0025,""elapsedTime"":8.789}"
TULSA,2021-09-01 00:51:45,GLCX,8183,10899894,SWB2130,63300.0,172.54999999999927,0.007787448465414801,16.7625,21.9,TRUE,TRUE,36768.48,1415977.34,79816.48,1136.9297071333772,184,2.0,2.444445,"{""densityOfAir"":0.07180898927316441,""bulkhead"":190,""relativeWindSpeed"":19.81135399877699,""dragCoefficient"":0.003,""elapsedTime"":8.035}"
TULSA,2021-09-01 00:51:45,GLCX,8183,10899894,SWB0950,63300.0,98.03999999999905,0.031156547743236996,18.1724,15.18,TRUE,TRUE,15067.29,653552.11,181691.53,104.14255507728674,185,2.0,2.444445,"{""densityOfAir"":0.07179653042352506,""bulkhead"":190,""relativeWindSpeed"":9.71075641393113,""dragCoefficient"":0.003,""elapsedTime"":7.126}"
TULSA,2021-09-01 00:51:45,GLCX,8183,10899894,SWB2140,63300.0,169.07999999999993,0.01383960255500307,20.7592,20.9832,TRUE,TRUE,75837.91,809045.72,148121.99,908.581790281739,185,2.0,2.444445,"{""densityOfAir"":0.07180237285000925,""bulkhead"":190,""relativeWindSpeed"":18.26499862163484,""dragCoefficient"":0.003,""elapsedTime"":8.302}"
TULSA,2021-09-01 00:51:45,GLCX,8183,10899894,SWB2124,63300.0,85.55999999999949,-0.0022206638616182293,14.7306,14.4748,TRUE,TRUE,30542.11,237873.73,-12027.01,231.35207759224383,184,2.0,2.444445,"{""densityOfAir"":0.07180851488810801,""bulkhead"":190,""relativeWindSpeed"":13.198135707334472,""dragCoefficient"":0.003,""elapsedTime"":5.84}"
TULSA,2021-09-01 00:51:45,GLCX,8183,10899894,SWB2324,63300.0,85.55999999999949,3.5063113604456397E-4,14.3325,13.9553,TRUE,TRUE,22452.04,425545.86,1898.99,204.08637543105525,184,2.0,2.444445,"{""densityOfAir"":0.07180858979101164,""bulkhead"":190,""relativeWindSpeed"":12.605173622851552,""dragCoefficient"":0.003,""elapsedTime"":5.987}"
TULSA,2021-09-01 00:52:05,GATX,466,10899884,SWB0950,78300.0,96.03999999999905,0.031156547743236996,17.1065,14.77,TRUE,TRUE,14952.31,773227.04,219236.55,81.22018336557899,184,2.0,2.444445,"{""densityOfAir"":0.07179653042352506,""bulkhead"":170,""relativeWindSpeed"":9.259553218764049,""dragCoefficient"":0.003,""elapsedTime"":7.251}"
TULSA,2021-09-01 00:52:05,GATX,466,10899884,SWB3140,78300.0,169.75,0.008459770114942675,16.2488,21.22,TRUE,TRUE,35126.2,1648778.08,104836.09,927.4924990854754,194,2.0,2.5142862857142854,"{""densityOfAir"":0.07180936378768263,""bulkhead"":170,""relativeWindSpeed"":19.161110542661145,""dragCoefficient"":0.003,""elapsedTime"":8.163}"
TULSA,2021-09-01 00:52:05,GATX,466,10899884,SWB3940,78300.0,72.22000000000116,0.0013846579894768918,13.5659,13.7255,TRUE,TRUE,17231.75,477878.14,7830.0,148.3511924566902,194,2.0,2.5142862857142854,"{""densityOfAir"":0.07180896430552985,""bulkhead"":170,""relativeWindSpeed"":12.279141679795817,""dragCoefficient"":0.003,""elapsedTime"":5.268}"
TULSA,2021-09-01 00:52:05,GATX,466,10899884,SWB3740,78300.0,86.69999999999891,-0.0029988465974624475,14.2276,13.9888,TRUE,TRUE,49533.14,298373.3,-20358.0,202.9877438062397,194,2.0,2.5142862857142854,"{""densityOfAir"":0.0718087146291844,""bulkhead"":170,""relativeWindSpeed"":13.021972806962882,""dragCoefficient"":0.003,""elapsedTime"":6.026}"
TULSA,2021-09-01 00:52:05,GATX,466,10899884,SWB2140,78300.0,169.07999999999993,0.01383960255500307,19.909,20.4678,TRUE,TRUE,76723.9,941690.94,183221.99,763.302285008294,184,2.0,2.444445,"{""densityOfAir"":0.07180237285000925,""bulkhead"":170,""relativeWindSpeed"":17.712667442075713,""dragCoefficient"":0.003,""elapsedTime"":8.582}"
TULSA,2021-09-01 00:52:25,CAGY,4003,10899924,SWB2140,242400.0,169.07999999999993,0.01383960255500307,18.8781,19.2519,TRUE,TRUE,148996.76,2336264.35,567215.99,431.3628383858063,194,2.0,2.5142862857142854,"{""densityOfAir"":0.07180237285000925,""bulkhead"":150,""relativeWindSpeed"":15.915292311472017,""dragCoefficient"":0.0025,""elapsedTime"":9.267}"
TULSA,2021-09-01 00:52:25,CAGY,4003,10899924,SWB3140,242400.0,183.08333333333334,0.008459770114942675,13.3181,21.07,TRUE,TRUE,73919.46,4471045.56,358467.24,680.4703669550404,194,2.0,2.5142862857142854,"{""densityOfAir"":0.07180936378768263,""bulkhead"":150,""relativeWindSpeed"":18.478160542661147,""dragCoefficient"":0.0025,""elapsedTime"":9.125}"
TULSA,2021-09-01 00:52:25,CAGY,4003,10899924,SWB0950,242400.0,109.3733333333324,0.031156547743236996,14.6935,16.04,TRUE,TRUE,34900.93,2418551.49,792424.56,80.02606194356899,184,2.0,2.444445,"{""densityOfAir"":0.07179653042352506,""bulkhead"":150,""relativeWindSpeed"":9.904553218764049,""dragCoefficient"":0.0025,""elapsedTime"":7.8}"
TULSA,2021-09-01 00:52:25,CAGY,4003,10899924,SWB3740,242400.0,86.69999999999891,-0.0029988465974624475,11.9048,11.5283,TRUE,TRUE,93132.08,614842.75,-63024.0,88.21788376905512,194,2.0,2.5142862857142854,"{""densityOfAir"":0.0718087146291844,""bulkhead"":150,""relativeWindSpeed"":10.456872806962881,""dragCoefficient"":0.0025,""elapsedTime"":7.206}"
TULSA,2021-09-01 00:52:25,CAGY,4003,10899924,SWB3940,242400.0,72.22000000000116,0.0013846579894768918,11.3269,11.5512,TRUE,TRUE,27405.84,982397.06,24240.0,69.6299481670391,198,2.0,2.444445,"{""densityOfAir"":0.07180896430552985,""bulkhead"":150,""relativeWindSpeed"":10.05473912635272,""dragCoefficient"":0.0025,""elapsedTime"":6.303}"
TULSA,2021-09-01 00:52:42,NDYX,380625,10899864,SWB1720,255100.0,95.89000000000124,-8.342892898116581E-4,11.2613,11.09,TRUE,TRUE,71596.86,589337.67,-20408.01,85.83564167003283,198,2.0,2.444445,"{""densityOfAir"":0.07180759108562974,""bulkhead"":150,""relativeWindSpeed"":9.935875503180423,""dragCoefficient"":0.0025,""elapsedTime"":8.292}"
TULSA,2021-09-01 00:52:42,NDYX,380625,10899864,SWB1920,255100.0,76.68000000000029,3.912363067289072E-4,10.7825,10.6838,TRUE,TRUE,42408.99,1421434.66,7652.99,56.58505066466355,198,2.0,2.444445,"{""densityOfAir"":0.07180766598853337,""bulkhead"":150,""relativeWindSpeed"":9.222517442075711,""dragCoefficient"":0.0025,""elapsedTime"":6.976}"
TULSA,2021-09-01 00:52:42,NDYX,380625,10899864,SWB0950,255100.0,108.28999999999905,0.031156547743236996,15.681,15.7,TRUE,TRUE,39076.72,2512210.24,824218.42,71.81849510223226,194,2.0,2.5142862857142854,"{""densityOfAir"":0.07179653042352506,""bulkhead"":150,""relativeWindSpeed"":9.611758582252978,""dragCoefficient"":0.0025,""elapsedTime"":7.796}"
TULSA,2021-09-01 00:52:42,NDYX,380625,10899864,SWB0920,255100.0,272.3600000000006,0.012050932241927876,12.1528,20.35,TRUE,TRUE,237656.29,2663953.82,858103.38,788.6990549419958,198,2.0,2.444445,"{""densityOfAir"":0.07180779082670612,""bulkhead"":150,""relativeWindSpeed"":16.83035641393113,""dragCoefficient"":0.0025,""elapsedTime"":14.146}"
TULSA,2021-09-01 00:53:00,BNSF,534069,10899934,SWB2130,253800.0,177.79999999999927,0.007787448465414801,12.2549,20.3,TRUE,TRUE,56139.19,4318135.58,332810.41,599.7409435950691,198,2.0,2.444445,"{""densityOfAir"":0.07180898927316441,""bulkhead"":150,""relativeWindSpeed"":17.714298621634843,""dragCoefficient"":0.0025,""elapsedTime"":9.168}"
TULSA,2021-09-01 00:53:00,BNSF,534069,10899934,SWB0950,253800.0,103.28999999999905,0.031156547743236996,14.3325,15.84,TRUE,TRUE,30850.79,2624367.07,775369.46,73.6179432392856,194,2.0,2.5142862857142854,"{""densityOfAir"":0.07179653042352506,""bulkhead"":150,""relativeWindSpeed"":9.921758582252979,""dragCoefficient"":0.0025,""elapsedTime"":7.204}"
TULSA,2021-09-01 00:53:00,BNSF,534069,10899934,SWB2140,253800.0,169.07999999999993,0.01383960255500307,18.2292,18.4599,TRUE,TRUE,123228.32,2320338.35,593891.99,394.16699196532204,198,2.0,2.444445,"{""densityOfAir"":0.07180237285000925,""bulkhead"":150,""relativeWindSpeed"":15.269354694253893,""dragCoefficient"":0.0025,""elapsedTime"":9.592}"
TULSA,2021-09-01 00:53:00,BNSF,534069,10899934,SWB2324,253800.0,85.55999999999949,3.5063113604456397E-4,11.8564,11.371,TRUE,TRUE,38550.69,1110110.61,7613.99,80.0496817035795,176,2.0,2.444445,"{""densityOfAir"":0.07180858979101164,""bulkhead"":150,""relativeWindSpeed"":10.067475244245932,""dragCoefficient"":0.0025,""elapsedTime"":7.27}"
TULSA,2021-09-01 00:53:00,BNSF,534069,10899934,SWB2124,253800.0,85.55999999999949,-0.0022206638616182293,11.9781,11.8323,TRUE,TRUE,53263.99,619283.48,-48222.01,94.48777961960788,176,2.0,2.444445,"{""densityOfAir"":0.07180851488810801,""bulkhead"":150,""relativeWindSpeed"":10.65003912635272,""dragCoefficient"":0.0025,""elapsedTime"":7.109}"
TULSA,2021-09-01 00:53:19,BNSF,534166,10899844,SWB4144,222700.0,97.58000000000175,-0.00297192047550685,12.385,12.0773,TRUE,TRUE,116196.57,614591.42,-64583.0,110.60947895513351,176,2.0,2.444445,"{""densityOfAir"":0.07180711670057333,""bulkhead"":150,""relativeWindSpeed"":10.98674862163484,""dragCoefficient"":0.0025,""elapsedTime"":7.72}"
TULSA,2021-09-01 00:53:19,BNSF,534166,10899844,SWB4344,222700.0,86.20999999999913,6.959749449013576E-4,12.1781,11.9291,TRUE,TRUE,38079.53,1509138.33,13361.99,83.05238637326774,176,2.0,2.444445,"{""densityOfAir"":0.07180726650638061,""bulkhead"":150,""relativeWindSpeed"":10.336787174739348,""dragCoefficient"":0.0025,""elapsedTime"":7.062}"
TULSA,2021-09-01 00:53:19,BNSF,534166,10899844,SWB0950,222700.0,103.28999999999905,0.031156547743236996,16.9082,15.8,TRUE,TRUE,42856.75,2255759.16,680357.68,75.55469114368859,198,2.0,2.444445,"{""densityOfAir"":0.07179653042352506,""bulkhead"":150,""relativeWindSpeed"":9.932463507719545,""dragCoefficient"":0.0025,""elapsedTime"":7.305}"
TULSA,2021-09-01 00:53:19,BNSF,534166,10899844,SWB4150,222700.0,267.8799999999992,0.012549451974836288,13.1976,21.67,TRUE,TRUE,282658.1,4068344.07,780703.83,911.2123613953919,176,2.0,2.444445,"{""densityOfAir"":0.0718078407619752,""bulkhead"":150,""relativeWindSpeed"":18.035867442075713,""dragCoefficient"":0.0025,""elapsedTime"":13.164}"
TULSA,2021-09-01 00:53:38,BNSF,431560,10899854,SWB2140,68000.0,169.07999999999993,0.01383960255500307,17.7846,19.0011,TRUE,TRUE,192808.04,2416109.47,477359.99,750.3046590514111,183,2.0,2.584127571428571,"{""densityOfAir"":0.07180237285000925,""bulkhead"":190,""relativeWindSpeed"":16.689787149542216,""dragCoefficient"":0.003,""elapsedTime"":9.174}"
TULSA,2021-09-01 00:53:38,BNSF,431560,10899854,SWB0950,68000.0,99.45666666666571,0.031156547743236996,16.8593,11.49,TRUE,TRUE,46419.67,3157152.21,595714.39,(null),176,2.0,2.444445,
TULSA,2021-09-01 00:53:38,BNSF,431560,10899854,SWB2124,68000.0,85.55999999999949,-0.0022206638616182293,14.0902,13.2878,TRUE,TRUE,65916.89,641675.93,-38760.01,178.16688256661163,183,2.0,2.584127571428571,"{""densityOfAir"":0.07180851488810801,""bulkhead"":190,""relativeWindSpeed"":11.883451096710544,""dragCoefficient"":0.003,""elapsedTime"":6.347}"
TULSA,2021-09-01 00:53:38,BNSF,431560,10899854,SWB2130,68000.0,173.96666666666593,0.007787448465414801,16.9082,19.6,FALSE,TRUE,79257.89,3795045.65,260002.1,370.4170091240607,183,2.0,2.584127571428571,"{""densityOfAir"":0.07180898927316441,""bulkhead"":190,""relativeWindSpeed"":17.583802742997445,""dragCoefficient"":0.003,""elapsedTime"":3.829}"
TULSA,2021-09-01 00:53:38,BNSF,431560,10899854,SWB2324,68000.0,85.55999999999949,3.5063113604456397E-4,13.6933,12.385,TRUE,TRUE,48308.67,1050980.72,6119.99,155.18413037264193,177,2.0,2.584127571428571,"{""densityOfAir"":0.07180858979101164,""bulkhead"":190,""relativeWindSpeed"":11.202790351477567,""dragCoefficient"":0.003,""elapsedTime"":6.663}"
TULSA,2021-09-01 00:54:30,OCPX,62533,10899944,SWB3940,65300.0,72.22000000000116,0.0013846579894768918,15.1123,14.8054,TRUE,TRUE,17332.43,481348.84,6530.0,186.8050044431958,178,2.0,2.584127571428571,"{""densityOfAir"":0.07180896430552985,""bulkhead"":190,""relativeWindSpeed"":13.24942820901291,""dragCoefficient"":0.003,""elapsedTime"":4.749}"
TULSA,2021-09-01 00:54:30,OCPX,62533,10899944,SWB2140,65300.0,169.07999999999993,0.01383960255500307,20.908,21.059,TRUE,TRUE,77439.13,860940.46,152801.99,903.8680015828866,177,2.0,2.584127571428571,"{""densityOfAir"":0.07180237285000925,""bulkhead"":190,""relativeWindSpeed"":18.388662530407064,""dragCoefficient"":0.003,""elapsedTime"":8.131}"
TULSA,2021-09-01 00:54:30,OCPX,62533,10899944,SWB0950,65300.0,92.45666666666571,0.031156547743236996,19.1886,14.97,TRUE,TRUE,14543.94,689741.48,174604.32,93.65934924712045,183,2.0,2.584127571428571,"{""densityOfAir"":0.07179653042352506,""bulkhead"":190,""relativeWindSpeed"":9.634787209427614,""dragCoefficient"":0.003,""elapsedTime"":6.665}"
TULSA,2021-09-01 00:54:30,OCPX,62533,10899944,SWB3140,65300.0,166.16666666666666,0.008459770114942675,18.1159,22.29,TRUE,TRUE,34708.36,1478529.6,84974.8,1080.6943241132558,177,2.0,2.584127571428571,"{""densityOfAir"":0.07180936378768263,""bulkhead"":190,""relativeWindSpeed"":19.922247136732093,""dragCoefficient"":0.003,""elapsedTime"":7.573}"
TULSA,2021-09-01 00:54:30,OCPX,62533,10899944,SWB3740,65300.0,86.69999999999891,-0.0029988465974624475,15.8085,15.191,TRUE,TRUE,49964.6,288365.84,-16978.0,257.13119404746686,178,2.0,2.584127571428571,"{""densityOfAir"":0.0718087146291844,""bulkhead"":190,""relativeWindSpeed"":14.003545238095239,""dragCoefficient"":0.003,""elapsedTime"":5.486}"
TULSA,2021-09-01 00:54:54,BLHX,164041,10899904,SWB0914,272000.0,83.29000000000087,-6.003121623252214E-4,15.0344,14.1243,TRUE,TRUE,161126.01,1861874.97,-27200.01,243.28208846046766,177,2.0,2.584127571428571,"{""densityOfAir"":0.07180766598853337,""bulkhead"":250,""relativeWindSpeed"":13.002039105148903,""dragCoefficient"":0.0025,""elapsedTime"":5.774}"
TULSA,2021-09-01 00:54:54,BLHX,164041,10899904,SWB0911,272000.0,240.84000000000015,-8.719481813653723E-4,11.09,10.1803,TRUE,TRUE,563337.42,3851965.11,-114240.01,391.76295180293204,187,3.0,2.584127571428571,"{""densityOfAir"":0.07180721657111151,""bulkhead"":250,""relativeWindSpeed"":10.016253373135351,""dragCoefficient"":0.0025,""elapsedTime"":21.725}"
TULSA,2021-09-01 00:54:54,BLHX,164041,10899904,SWB0912,272000.0,76.64999999999964,3.9138943248645194E-4,14.5833,12.9342,TRUE,TRUE,141389.94,3306057.55,16320.0,194.07060239068562,177,2.0,2.584127571428571,"{""densityOfAir"":0.07180774089143703,""bulkhead"":250,""relativeWindSpeed"":12.140850100788157,""dragCoefficient"":0.0025,""elapsedTime"":5.697}"
TULSA,2021-09-01 00:54:54,BLHX,164041,10899904,SWB0920,272000.0,261.3600000000006,0.012050932241927876,18.6368,20.87,FALSE,TRUE,535481.39,7291810.17,1771544.98,1121.8659995121268,178,2.0,2.584127571428571,"{""densityOfAir"":0.07180779082670612,""bulkhead"":250,""relativeWindSpeed"":18.522981362144304,""dragCoefficient"":0.0025,""elapsedTime"":8.879}"
TULSA,2021-09-01 00:54:54,BLHX,164041,10899904,SWB0950,272000.0,97.28999999999905,0.031156547743236996,19.1886,12.1,TRUE,TRUE,75594.5,7926268.65,1547101.3,(null),178,2.0,2.584127571428571,
TULSA,2021-09-01 00:55:43,TILX,257255,10899914,SWB2140,80666.0,169.07999999999993,0.01383960255500307,18.6966,20.1149,TRUE,TRUE,229200.63,3070659.84,566279.99,762.450669976181,187,3.0,2.584127571428571,"{""densityOfAir"":0.07180237285000925,""bulkhead"":170,""relativeWindSpeed"":17.704145238095236,""dragCoefficient"":0.003,""elapsedTime"":8.655}"
TULSA,2021-09-01 00:55:43,TILX,257255,10899914,SWB3140,80666.0,171.75,0.008459770114942675,18.9394,20.7,FALSE,TRUE,106856.76,4916976.44,329093.68,262.27238215881187,187,3.0,2.584127571428571,"{""densityOfAir"":0.07180936378768263,""bulkhead"":170,""relativeWindSpeed"":18.64983714954221,""dragCoefficient"":0.003,""elapsedTime"":2.527}"
TULSA,2021-09-01 00:55:43,TILX,257255,10899914,SWB0950,80666.0,98.03999999999905,0.031156547743236996,18.7567,10.64,FALSE,TRUE,49063.32,4010422.41,694618.49,(null),187,3.0,2.584127571428571,
TULSA,2021-09-01 00:55:43,TILX,257255,10899914,SWB3740,80666.0,86.69999999999891,-0.0029988465974624475,15.9381,14.3678,TRUE,TRUE,141515.43,863880.75,-62920.0,195.38265117229506,180,3.0,2.653968857142857,"{""densityOfAir"":0.0718087146291844,""bulkhead"":170,""relativeWindSpeed"":13.050928503489255,""dragCoefficient"":0.003,""elapsedTime"":5.866}"
TULSA,2021-09-01 00:55:43,TILX,257255,10899914,SWB3940,80666.0,72.22000000000116,0.0013846579894768918,15.3106,13.4409,TRUE,TRUE,38696.41,1272915.29,24200.0,136.72103529552246,180,3.0,2.653968857142857,"{""densityOfAir"":0.07180896430552985,""bulkhead"":170,""relativeWindSpeed"":12.117104431304037,""dragCoefficient"":0.003,""elapsedTime"":5.198}"
TULSA,2021-09-01 01:16:08,GATX,7711,10899954,SWB0950,63000.0,114.78999999999905,0.031156547743236996,16.8593,13.99,TRUE,TRUE,33003.7,1409015.42,435917.05,37.19210598203443,174,4.0,3.9111119999999997,"{""densityOfAir"":0.07192956086714841,""bulkhead"":170,""relativeWindSpeed"":8.62384928987959,""dragCoefficient"":0.003,""elapsedTime"":4.923}"
TULSA,2021-09-01 01:16:08,GATX,7711,10899954,SWB2140,63000.0,169.07999999999993,0.01383960255500307,19.0011,19.1257,TRUE,TRUE,135027.27,1398282.12,294839.99,495.48256348057146,174,4.0,3.9111119999999997,"{""densityOfAir"":0.07193541411895497,""bulkhead"":170,""relativeWindSpeed"":15.645079827239375,""dragCoefficient"":0.003,""elapsedTime"":8.985}"
TULSA,2021-09-01 01:16:08,GATX,7711,10899954,SWB2130,63000.0,189.29999999999927,0.007787448465414801,15.1515,20.25,TRUE,TRUE,67567.3,2363579.83,179131.5,591.1523924315305,168,4.0,3.7714294285714285,"{""densityOfAir"":0.07194204280155642,""bulkhead"":170,""relativeWindSpeed"":17.417413332648472,""dragCoefficient"":0.003,""elapsedTime"":7.362}"
TULSA,2021-09-01 01:16:08,GATX,7711,10899954,SWB2526,63000.0,135.61999999999898,-0.0018433859312785863,12.9342,12.2807,TRUE,TRUE,71779.67,367966.74,-31500.0,162.69955671715158,168,4.0,3.7714294285714285,"{""densityOfAir"":0.07194141745414118,""bulkhead"":170,""relativeWindSpeed"":10.513813332648473,""dragCoefficient"":0.003,""elapsedTime"":10.495}"
TULSA,2021-09-01 01:16:37,GATX,8213,10900004,SWB2140,230700.0,169.07999999999993,0.01383960255500307,19.3157,18.6966,TRUE,TRUE,174107.66,2201877.74,539837.99,329.1688990495985,168,4.0,3.7714294285714285,"{""densityOfAir"":0.07193541411895497,""bulkhead"":150,""relativeWindSpeed"":14.92976651988747,""dragCoefficient"":0.0025,""elapsedTime"":9.296}"
TULSA,2021-09-01 01:16:37,GATX,8213,10900004,SWB3132,230700.0,75.17000000000007,-0.002793667686576061,11.9048,12.599,TRUE,TRUE,56285.28,1178220.46,-48447.0,69.11725167906441,171,4.0,3.6317468571428573,"{""densityOfAir"":0.07194114230127847,""bulkhead"":150,""relativeWindSpeed"":10.572666169644144,""dragCoefficient"":0.0025,""elapsedTime"":5.974}"
TULSA,2021-09-01 01:16:37,GATX,8213,10900004,SWB3134,230700.0,96.76999999999862,-0.003100134339155446,13.0792,13.1381,TRUE,TRUE,128637.52,797624.76,-69210.01,110.53746214082916,171,4.0,3.6317468571428573,"{""densityOfAir"":0.07194166759310727,""bulkhead"":150,""relativeWindSpeed"":11.59148294339083,""dragCoefficient"":0.0025,""elapsedTime"":7.118}"
