TimeStamp,Track,DTC Footage
2021-09-01 06:12:51,2041,2059
2021-09-01 06:12:53,2041,2059
2021-09-01 06:12:55,2041,2059
2021-09-01 06:12:57,2041,2058
2021-09-01 06:12:59,2041,2058
2021-09-01 06:13:01,2041,2060
2021-09-01 06:13:03,2041,2060
2021-09-01 06:13:05,2041,2059
2021-09-01 06:13:07,2041,2059
2021-09-01 06:13:09,2041,2059
2021-09-01 06:41:31,2041,8
2021-09-01 06:41:33,2041,23
2021-09-01 06:41:35,2041,8
2021-09-01 06:41:37,2041,9
2021-09-01 06:41:39,2041,18
2021-09-01 06:41:41,2041,28
2021-09-01 06:41:43,2041,9
2021-09-01 06:41:45,2041,10
2021-09-01 06:41:47,2041,22
2021-09-01 06:41:49,2041,16
2021-09-01 06:41:51,2041,11
2021-09-01 06:41:53,2041,23
2021-09-01 06:41:55,2041,35
2021-09-01 06:41:57,2041,48
2021-09-01 06:41:59,2041,61
2021-09-01 06:42:01,2041,72
2021-09-01 06:42:03,2041,86
2021-09-01 06:42:05,2041,97
2021-09-01 06:42:07,2041,108
2021-09-01 06:42:09,2041,118
2021-09-01 06:42:11,2041,130
2021-09-01 06:42:13,2041,140
2021-09-01 06:42:15,2041,8
2021-09-01 06:42:17,2041,20
2021-09-01 06:42:19,2041,8
2021-09-01 06:42:21,2041,7
2021-09-01 06:42:23,2041,18
2021-09-01 06:42:25,2041,24
2021-09-01 06:42:27,2041,12
2021-09-01 06:42:29,2041,26
2021-09-01 06:42:31,2041,41
2021-09-01 06:42:33,2041,59
2021-09-01 06:42:35,2041,74
2021-09-01 06:42:37,2041,89
2021-09-01 06:42:39,2041,104
2021-09-01 06:42:41,2041,119
2021-09-01 06:42:43,2041,135
2021-09-01 06:42:45,2041,152
2021-09-01 06:42:47,2041,166
2021-09-01 06:42:49,2041,176
2021-09-01 06:42:51,2041,184
2021-09-01 06:42:53,2041,188
2021-09-01 06:42:55,2041,195
2021-09-01 06:42:57,2041,200
2021-09-01 06:42:59,2041,205
2021-09-01 06:43:01,2041,210
2021-09-01 06:43:03,2041,214
2021-09-01 06:43:05,2041,218
2021-09-01 06:43:07,2041,221
2021-09-01 06:43:09,2041,225
2021-09-01 06:43:11,2041,227
2021-09-01 06:43:13,2041,231
2021-09-01 06:43:15,2041,232
2021-09-01 06:43:17,2041,236
2021-09-01 06:43:19,2041,238
2021-09-01 06:43:21,2041,239
2021-09-01 06:43:23,2041,240
2021-09-01 06:43:25,2041,242
2021-09-01 06:43:27,2041,243
2021-09-01 06:43:29,2041,243
2021-09-01 06:43:31,2041,244
2021-09-01 06:43:33,2041,244
2021-09-01 06:43:35,2041,244
2021-09-01 06:43:37,2041,244
2021-09-01 06:43:39,2041,244
2021-09-01 06:43:41,2041,243
2021-09-01 06:43:43,2041,243
2021-09-01 06:43:45,2041,242
2021-09-01 06:43:47,2041,242
2021-09-01 06:43:49,2041,226
2021-09-01 06:43:51,2041,225
2021-09-01 06:43:53,2041,225
2021-09-01 06:43:55,2041,224
2021-09-01 06:43:57,2041,224
2021-09-01 06:43:59,2041,223
2021-09-01 06:44:01,2041,223
2021-09-01 06:44:03,2041,223
2021-09-01 06:44:05,2041,223
2021-09-01 06:44:07,2041,223
2021-09-01 06:44:09,2041,223
2021-09-01 06:44:11,2041,223
2021-09-01 06:44:13,2041,223
2021-09-01 06:44:15,2041,223
2021-09-01 06:44:17,2041,224
2021-09-01 06:44:19,2041,224
2021-09-01 06:44:21,2041,224
2021-09-01 06:50:03,2041,12
2021-09-01 06:50:05,2041,10
2021-09-01 06:50:07,2041,2
2021-09-01 06:50:09,2041,18
2021-09-01 06:50:11,2041,44
2021-09-01 06:50:13,2041,70
2021-09-01 06:50:15,2041,90
2021-09-01 06:50:17,2041,116
2021-09-01 06:50:19,2041,142
2021-09-01 06:50:21,2041,166
2021-09-01 06:50:23,2041,169
2021-09-01 06:50:25,2041,170
2021-09-01 06:50:27,2041,169
2021-09-01 06:50:29,2041,169
2021-09-01 06:50:31,2041,168
2021-09-01 06:50:33,2041,167
2021-09-01 06:50:35,2041,166
2021-09-01 06:50:37,2041,165
2021-09-01 06:50:39,2041,164
2021-09-01 06:50:41,2041,165
2021-09-01 06:50:43,2041,162
2021-09-01 06:50:45,2041,162
2021-09-01 06:50:47,2041,159
2021-09-01 06:50:49,2041,158
2021-09-01 06:50:51,2041,156
2021-09-01 06:50:53,2041,155
2021-09-01 06:50:55,2041,154
2021-09-01 06:50:57,2041,153
2021-09-01 06:50:59,2041,149
2021-09-01 06:51:01,2041,148
2021-09-01 06:51:03,2041,147
2021-09-01 06:51:05,2041,145
2021-09-01 06:51:07,2041,144
2021-09-01 06:51:09,2041,142
2021-09-01 06:51:11,2041,140
2021-09-01 06:51:13,2041,138
2021-09-01 06:51:15,2041,137
2021-09-01 06:51:17,2041,135
2021-09-01 06:51:19,2041,133
2021-09-01 06:51:21,2041,132
2021-09-01 06:51:23,2041,132
2021-09-01 06:51:25,2041,131
2021-09-01 06:51:27,2041,131
2021-09-01 06:51:29,2041,131
2021-09-01 06:51:31,2041,131
2021-09-01 06:51:33,2041,131
2021-09-01 06:51:35,2041,132
2021-09-01 06:51:37,2041,132
2021-09-01 06:51:39,2041,133
2021-09-01 06:51:41,2041,133
2021-09-01 06:51:43,2041,133
2021-09-01 06:51:45,2041,133
2021-09-01 06:51:47,2041,133
2021-09-01 06:51:49,2041,133
2021-09-01 06:51:51,2041,133
2021-09-01 06:51:53,2041,133
2021-09-01 06:51:55,2041,133
2021-09-01 06:51:57,2041,133
2021-09-01 06:51:59,2041,133
2021-09-01 06:52:01,2041,132
2021-09-01 06:52:03,2041,132
2021-09-01 06:52:05,2041,132
2021-09-01 06:52:07,2041,132
2021-09-01 06:52:09,2041,132
2021-09-01 06:52:11,2041,132
2021-09-01 06:52:13,2041,132
2021-09-01 06:52:15,2041,132
2021-09-01 06:52:17,2041,132
2021-09-01 06:52:20,2041,132
2021-09-01 07:10:59,2041,2
2021-09-01 07:11:01,2041,2
2021-09-01 07:11:03,2041,16
2021-09-01 07:11:05,2041,2
2021-09-01 07:11:07,2041,2
2021-09-01 07:11:09,2041,2
2021-09-01 07:11:11,2041,2
2021-09-01 07:11:13,2041,2
2021-09-01 07:11:15,2041,2
2021-09-01 07:11:17,2041,3
2021-09-01 07:11:19,2041,3
2021-09-01 07:11:21,2041,3
2021-09-01 07:11:23,2041,3
2021-09-01 07:11:25,2041,5
2021-09-01 07:11:27,2041,9
2021-09-01 07:11:29,2041,14
2021-09-01 07:11:31,2041,2
2021-09-01 07:11:33,2041,2
2021-09-01 07:11:35,2041,2
2021-09-01 07:11:37,2041,2
2021-09-01 07:11:39,2041,2
2021-09-01 07:11:41,2041,2
2021-09-01 07:11:43,2041,2
2021-09-01 07:11:45,2041,2
2021-09-01 07:11:47,2041,2
2021-09-01 07:11:49,2041,2
2021-09-01 07:11:51,2041,2
2021-09-01 07:11:53,2041,2
2021-09-01 07:11:55,2041,2
2021-09-01 07:11:57,2041,2
2021-09-01 07:11:59,2041,2
2021-09-01 07:12:01,2041,2
2021-09-01 07:12:03,2041,2
2021-09-01 07:12:05,2041,2
2021-09-01 07:12:07,2041,2
2021-09-01 07:12:09,2041,2
2021-09-01 07:12:11,2041,2
2021-09-01 07:12:13,2041,2
2021-09-01 07:12:15,2041,2
2021-09-01 07:12:17,2041,2
2021-09-01 07:12:19,2041,2
2021-09-01 07:12:21,2041,2
2021-09-01 07:12:23,2041,2
2021-09-01 07:12:25,2041,2
2021-09-01 07:12:27,2041,2
