Station,Crest Time,Car Initials,Car Number,Cut Record ID,Car Record ID,Retarder Name,Exit Speed Adjust (Operator Influence),Ret Max Clamp If Used (0 = not used) (fps),Ret Min Clamp If Used (0 = not used) (fps),Entering Speed Predicted (fps),Entering Speed Actual (fps),Entering TimeStamp Actual,Exiting Speed Predicted (fps),Exiting Speed Actual (fps),Exiting TimeStamp Actual,Requested Exit Speed (fps),Predicted Exit Speed (fps),Actual Exit Speed (fps)
TULSA,2021-09-01 13:41:52,FPAX,219790,10903762,1934253,RTM0950,0.0,0.0,0.0,12.680255716141993,11.5,2021-09-01 13:42:17,0.0,20.03,2021-09-01 13:42:33,19.42,19.42904185353,19.64
TULSA,2021-09-01 13:41:52,FPAX,219790,10903762,1934253,RTG4150,0.0,0.0,0.0,23.826909687776183,20.9,2021-09-01 13:42:43,0.0,15.98,2021-09-01 13:42:56,15.74,15.748810407829998,15.97
TULSA,2021-09-01 13:42:29,FPAX,215247,10903692,1934239,RTG4150,0.0,0.0,0.0,20.38860288026372,20.34,2021-09-01 13:43:33,0.0,13.2,2021-09-01 13:43:55,13.19,13.198773230109875,13.31
TULSA,2021-09-01 13:42:29,FPAX,215247,10903692,1934239,RTM0950,0.0,0.0,0.0,12.712206810640927,6.82,2021-09-01 13:43:03,0.0,20.13,2021-09-01 13:43:30,18.97,18.973997735493285,19.87
TULSA,2021-09-01 13:43:40,PRGX,10351,10903782,1934257,RTM0950,0.0,0.0,0.0,14.975603825656533,15.97,2021-09-01 13:43:55,0.0,17.23,2021-09-01 13:44:07,16.25,16.253804227040597,16.84
TULSA,2021-09-01 13:43:40,PRGX,10351,10903782,1934257,RTG4150,0.0,0.0,0.0,20.04824904019902,20.76,2021-09-01 13:44:21,0.0,12.56,2021-09-01 13:44:31,11.96,11.969269956838355,12.56
TULSA,2021-09-01 14:16:05,UTCX,53137,10903892,1934273,RTM0950,0.0,0.0,0.0,13.20182947543181,12.61,2021-09-01 14:16:28,0.0,17.61,2021-09-01 14:16:45,16.58,16.58783916114041,17.24
TULSA,2021-09-01 14:16:05,UTCX,53137,10903892,1934273,RTG4150,0.0,0.0,0.0,20.278003680477365,19.38,2021-09-01 14:16:55,0.0,11.46,2021-09-01 14:17:11,10.96,10.967756301969581,11.32
TULSA,2021-09-01 14:16:40,UTLX,300909,10903842,1934266,RTG4150,0.0,0.0,0.0,20.435983855848754,21.06,2021-09-01 14:17:21,0.0,12.65,2021-09-01 14:17:31,12.14,12.147339189659887,12.54
TULSA,2021-09-01 14:16:40,UTLX,300909,10903842,1934266,RTM0950,0.0,0.0,0.0,14.962528011510729,15.94,2021-09-01 14:16:56,0.0,17.9,2021-09-01 14:17:08,16.74,16.743890411998414,17.34
TULSA,2021-09-01 14:16:53,TCBX,140064,10903832,1934264,RTM0950,0.0,0.0,0.0,14.956649277902121,14.4,2021-09-01 14:17:12,0.0,17.96,2021-09-01 14:17:27,16.22,16.225842393467556,17.94
TULSA,2021-09-01 14:16:53,TCBX,140064,10903832,1934264,RTG4150,0.0,0.0,0.0,20.406920956621295,20.28,2021-09-01 14:17:39,0.0,12.4,2021-09-01 14:17:52,11.35,11.35867956628708,12.57
TULSA,2021-09-01 14:17:18,ATSF,179649,10903852,1934267,RTG4150,0.0,0.0,0.0,20.966320955124548,19.3,2021-09-01 14:18:05,0.0,11.68,2021-09-01 14:18:19,11.49,11.49606410569804,11.67
TULSA,2021-09-01 14:17:18,ATSF,179649,10903852,1934267,RTM0950,0.0,0.0,0.0,14.431065256768791,14.25,2021-09-01 14:17:37,0.0,17.0,2021-09-01 14:17:53,16.51,16.516228862129108,16.73
TULSA,2021-09-01 14:17:47,BN,575369,10903882,1934271,RTM0950,0.0,0.0,0.0,14.060710570987327,13.85,2021-09-01 14:18:08,0.0,17.75,2021-09-01 14:18:24,16.62,16.627459504775945,17.35
TULSA,2021-09-01 14:17:47,BN,575369,10903882,1934271,RTG4150,0.0,0.0,0.0,20.641621493008024,19.94,2021-09-01 14:18:35,0.0,12.01,2021-09-01 14:18:49,11.74,11.745101401590206,11.98
TULSA,2021-09-01 14:18:16,TFM,68063,10903872,1934270,RTG2130,0.0,0.0,0.0,19.67208209387204,20.65,2021-09-01 14:19:02,0.0,12.3,2021-09-01 14:19:13,11.57,11.570252573351633,12.24
TULSA,2021-09-01 14:18:16,TFM,68063,10903872,1934270,RTM0950,0.0,0.0,0.0,13.9964750888143,16.15,2021-09-01 14:18:31,0.0,15.74,2021-09-01 14:18:44,14.98,14.984998119749237,15.1
TULSA,2021-09-01 14:18:29,UTLX,683792,10903932,1934280,RTG3140,0.0,0.0,0.0,19.63433689905019,20.82,2021-09-01 14:19:16,0.0,13.06,2021-09-01 14:19:26,12.74,12.749707198642357,13.03
TULSA,2021-09-01 14:18:29,UTLX,683792,10903932,1934280,RTM0950,0.0,0.0,0.0,14.184529008868035,15.94,2021-09-01 14:18:45,0.0,16.86,2021-09-01 14:18:58,15.54,15.547769417784059,16.14
TULSA,2021-09-01 14:18:44,WCHX,23282,10903862,1934269,RTM0950,0.0,0.0,0.0,13.982720322931034,15.66,2021-09-01 14:19:00,0.0,15.64,2021-09-01 14:19:14,14.82,14.824672525878709,15.21
TULSA,2021-09-01 14:18:44,WCHX,23282,10903862,1934269,RTG3140,0.0,0.0,0.0,19.85165125835226,19.91,2021-09-01 14:19:33,0.0,11.47,2021-09-01 14:19:43,11.27,11.27167196891218,21.87
TULSA,2021-09-01 14:19:13,UTLX,684819,10903902,1934275,RTM0950,0.0,0.0,0.0,13.96563047495242,13.97,2021-09-01 14:19:33,0.0,16.11,2021-09-01 14:19:50,15.47,15.472190803621212,16.0
TULSA,2021-09-01 14:19:13,UTLX,684819,10903902,1934275,RTG3140,0.0,0.0,0.0,20.640504665012976,19.73,2021-09-01 14:20:06,0.0,12.04,2021-09-01 14:20:20,12.0,12.005442251404288,12.0
TULSA,2021-09-01 14:19:43,SHQX,4284,10903922,1934279,RTG4150,0.0,0.0,0.0,20.032364232148105,21.31,2021-09-01 14:20:26,0.0,12.05,2021-09-01 14:20:36,11.82,11.82985119665517,11.97
TULSA,2021-09-01 14:19:43,SHQX,4284,10903922,1934279,RTM0950,0.0,0.0,0.0,13.77758385083869,15.76,2021-09-01 14:19:59,0.0,17.54,2021-09-01 14:20:12,16.39,16.39199470639406,16.99
TULSA,2021-09-01 14:20:00,TILX,202861,10903912,1934277,RTG3140,0.0,0.0,0.0,20.84248167633645,21.26,2021-09-01 14:20:50,0.0,15.36,2021-09-01 14:21:02,14.93,14.939583091310233,15.37
TULSA,2021-09-01 14:20:00,TILX,202861,10903912,1934277,RTM0950,0.0,0.0,0.0,14.13755391701501,13.94,2021-09-01 14:20:20,0.0,18.46,2021-09-01 14:20:35,17.36,17.364432159371376,17.97
TULSA,2021-09-01 14:20:28,TILX,200753,10903942,1934281,RTM0950,0.0,0.0,0.0,14.127320819805973,13.89,2021-09-01 14:20:48,0.0,19.73,2021-09-01 14:21:02,18.66,18.6687711186992,19.29
TULSA,2021-09-01 14:20:28,TILX,200753,10903942,1934281,RTG4150,0.0,0.0,0.0,22.211845299815167,21.73,2021-09-01 14:21:13,0.0,15.27,2021-09-01 14:21:24,14.83,14.837483759467176,15.23
TULSA,2021-09-01 14:20:55,CBTX,729465,10903982,1934286,RTG3140,0.0,0.0,0.0,21.529099358323453,21.99,2021-09-01 14:21:40,0.0,15.15,2021-09-01 14:21:49,14.95,14.959352665240871,15.12
TULSA,2021-09-01 14:20:55,CBTX,729465,10903982,1934286,RTM0950,0.0,0.0,0.0,13.540562883894765,15.25,2021-09-01 14:21:11,0.0,18.16,2021-09-01 14:21:23,17.31,17.310380922862567,17.73
TULSA,2021-09-01 14:21:11,DOWX,73386,10903952,1934283,RTM0950,0.0,0.0,0.0,13.648811366013362,15.33,2021-09-01 14:21:27,0.0,18.69,2021-09-01 14:21:39,17.86,17.86113523889978,18.31
TULSA,2021-09-01 14:21:11,DOWX,73386,10903952,1934283,RTG4150,0.0,0.0,0.0,21.745630668256883,21.8,2021-09-01 14:21:52,0.0,15.11,2021-09-01 14:22:01,13.81,13.81848919450341,15.18
TULSA,2021-09-01 14:21:27,DOWX,73507,10903962,1934284,RTG4150,0.0,0.0,0.0,20.7480923595067,21.5,2021-09-01 14:22:08,0.0,15.44,2021-09-01 14:22:18,14.01,14.010842078485735,15.37
TULSA,2021-09-01 14:21:27,DOWX,73507,10903962,1934284,RTM0950,0.0,0.0,0.0,13.677157554923697,15.31,2021-09-01 14:21:44,0.0,18.67,2021-09-01 14:21:56,17.73,17.732322488363884,18.39
TULSA,2021-09-01 14:21:44,DOWX,73252,10904032,1934295,RTM0950,0.0,0.0,0.0,13.65222089000136,13.37,2021-09-01 14:22:06,0.0,19.3,2021-09-01 14:22:21,18.6,18.603316035166085,19.03
TULSA,2021-09-01 14:21:44,DOWX,73252,10904032,1934295,RTG4150,0.0,0.0,0.0,22.368827928305915,21.72,2021-09-01 14:22:31,0.0,14.82,2021-09-01 14:22:44,14.34,14.344840338318281,14.85
TULSA,2021-09-01 14:22:16,TILX,200770,10903992,1934287,RTG4150,0.0,0.0,0.0,22.352392644124944,25.19,2021-09-01 14:22:53,0.0,19.02,2021-09-01 14:23:01,17.67,17.671991763115663,18.95
TULSA,2021-09-01 14:22:16,TILX,200770,10903992,1934287,RTM0950,0.0,0.0,0.0,13.991827007291679,15.6,2021-09-01 14:22:32,0.0,22.79,2021-09-01 14:22:42,20.75,20.753524104191552,22.21
TULSA,2021-09-01 14:22:30,DOWX,73312,10904002,1934288,RTG4150,0.0,0.0,0.0,20.8785897926072,22.31,2021-09-01 14:23:10,0.0,15.1,2021-09-01 14:23:19,14.39,14.391828512573358,15.06
TULSA,2021-09-01 14:22:30,DOWX,73312,10904002,1934288,RTM0950,0.0,0.0,0.0,13.609678309965926,15.44,2021-09-01 14:22:46,0.0,19.39,2021-09-01 14:22:58,18.33,18.335297477148625,19.12
TULSA,2021-09-01 14:22:46,TCBX,290385,10904012,1934289,RTG4150,0.0,0.0,0.0,20.885075549017166,20.72,2021-09-01 14:23:45,0.0,14.86,2021-09-01 14:24:05,14.41,14.411072111655017,14.79
TULSA,2021-09-01 14:22:46,TCBX,290385,10904012,1934289,RTM0950,0.0,0.0,0.0,13.27728511887092,8.4,2021-09-01 14:23:17,0.0,20.48,2021-09-01 14:23:41,19.51,19.517501753215498,20.0
TULSA,2021-09-01 14:23:54,SOXX,516101,10904162,1934314,RTG3140,0.0,0.0,0.0,21.093904753136517,21.28,2021-09-01 14:24:40,0.0,14.86,2021-09-01 14:24:49,14.35,14.351824082573506,14.7
TULSA,2021-09-01 14:23:54,SOXX,516101,10904162,1934314,RTM0950,0.0,0.0,0.0,13.455551619623662,15.3,2021-09-01 14:24:10,0.0,17.6,2021-09-01 14:24:23,16.81,16.817771792457773,17.04
TULSA,2021-09-01 14:24:11,CBFX,490452,10904022,1934293,RTG4150,0.0,0.0,0.0,22.442555303230414,20.83,2021-09-01 14:24:59,0.0,14.81,2021-09-01 14:25:12,14.32,14.326497264559192,14.76
TULSA,2021-09-01 14:24:11,CBFX,490452,10904022,1934293,RTM0950,0.0,0.0,0.0,12.92172060646184,12.37,2021-09-01 14:24:33,0.0,19.0,2021-09-01 14:24:49,18.67,18.670364004333738,18.77
TULSA,2021-09-01 14:24:45,LW,70033,10904052,1934298,RTG2130,0.0,0.0,0.0,19.979771617962903,19.62,2021-09-01 14:25:37,0.0,12.09,2021-09-01 14:25:51,11.36,11.367517334049035,12.06
TULSA,2021-09-01 14:24:45,LW,70033,10904052,1934298,RTM0950,0.0,0.0,0.0,14.67171775536997,14.15,2021-09-01 14:25:04,0.0,16.62,2021-09-01 14:25:20,15.07,15.072804029678748,16.05
TULSA,2021-09-01 14:25:12,KCS,720113,10904042,1934297,RTG4150,0.0,0.0,0.0,19.988620593890168,21.18,2021-09-01 14:25:53,0.0,12.17,2021-09-01 14:26:03,11.68,11.687577742439892,12.2
TULSA,2021-09-01 14:25:12,KCS,720113,10904042,1934297,RTM0950,0.0,0.0,0.0,14.739834625208749,16.04,2021-09-01 14:25:27,0.0,17.15,2021-09-01 14:25:39,16.13,16.135448718452842,16.81
TULSA,2021-09-01 14:25:26,WRWK,34353,10904062,1934300,RTG3140,0.0,0.0,0.0,19.734787825016333,20.94,2021-09-01 14:26:12,0.0,13.39,2021-09-01 14:26:21,13.19,13.192639235808283,13.36
TULSA,2021-09-01 14:25:26,WRWK,34353,10904062,1934300,RTM0950,0.0,0.0,0.0,14.745081265777095,16.13,2021-09-01 14:25:41,0.0,16.17,2021-09-01 14:25:54,15.08,15.087244429626379,15.63
TULSA,2021-09-01 14:25:40,KCS,720080,10904092,1934304,RTG4150,0.0,0.0,0.0,20.260871794848143,19.82,2021-09-01 14:27:20,0.0,11.6,2021-09-01 14:27:34,11.3,11.302007795973024,11.59
TULSA,2021-09-01 14:25:40,KCS,720080,10904092,1934304,RTM0950,0.0,0.0,0.0,14.551370271863078,13.68,2021-09-01 14:26:52,0.0,17.36,2021-09-01 14:27:09,16.18,16.18922802007964,17.03
TULSA,2021-09-01 14:26:58,ATW,496655,10904072,1934301,RTM0950,0.0,0.0,0.0,14.487828348966213,14.05,2021-09-01 14:27:18,0.0,15.66,2021-09-01 14:27:35,14.48,14.489553533149948,15.19
TULSA,2021-09-01 14:26:58,ATW,496655,10904072,1934301,RTG2130,0.0,0.0,10.633335749999999,20.126320325097907,19.17,2021-09-01 14:27:52,0.0,11.08,2021-09-01 14:28:07,10.63,10.3545754705088,11.19
TULSA,2021-09-01 14:27:27,CAGY,4029,10904112,1934307,RTM0950,0.0,0.0,0.0,14.515373268141207,14.07,2021-09-01 14:27:47,0.0,15.38,2021-09-01 14:28:04,14.48,14.480366470637462,15.03
TULSA,2021-09-01 14:27:27,CAGY,4029,10904112,1934307,RTG2130,0.0,0.0,10.633335749999999,18.9852314025993,19.05,2021-09-01 14:28:21,0.0,10.96,2021-09-01 14:28:36,10.63,10.549262033745768,11.08
TULSA,2021-09-01 14:27:54,TILX,170434,10904102,1934306,RTG4150,0.0,0.0,0.0,20.407345936145997,21.41,2021-09-01 14:28:34,0.0,12.51,2021-09-01 14:28:43,11.97,11.975256194527116,12.64
TULSA,2021-09-01 14:27:54,TILX,170434,10904102,1934306,RTM0950,0.0,0.0,0.0,15.072535254759224,16.22,2021-09-01 14:28:08,0.0,17.55,2021-09-01 14:28:20,16.71,16.719380528044965,17.26
TULSA,2021-09-01 14:28:05,NATX,190143,10904082,1934303,RTG0920,0.0,0.0,0.0,20.69836448435785,21.51,2021-09-01 14:28:45,0.0,15.44,2021-09-01 14:28:54,14.78,14.78495600244945,15.39
TULSA,2021-09-01 14:28:05,NATX,190143,10904082,1934303,RTM0950,0.0,0.0,0.0,15.07943950258799,16.39,2021-09-01 14:28:20,0.0,18.31,2021-09-01 14:28:32,17.28,17.28069308655516,17.92
TULSA,2021-09-01 14:28:18,DJTX,475648,10904152,1934313,RTG4150,0.0,0.0,0.0,20.798010938415157,22.0,2021-09-01 14:28:58,0.0,14.1,2021-09-01 14:29:08,13.8,13.802208833812973,14.38
TULSA,2021-09-01 14:28:18,DJTX,475648,10904152,1934313,RTM0950,0.0,0.0,0.0,13.855610938952166,15.95,2021-09-01 14:28:34,0.0,18.33,2021-09-01 14:28:46,17.55,17.551804674154894,18.33
TULSA,2021-09-01 14:28:34,ADMX,7065,10904122,1934309,RTG2130,0.0,0.0,10.633335749999999,19.425363947643067,19.87,2021-09-01 14:29:23,0.0,11.49,2021-09-01 14:29:35,10.63,10.339560156143062,11.53
TULSA,2021-09-01 14:28:34,ADMX,7065,10904122,1934309,RTM0950,0.0,0.0,0.0,13.892841199715573,15.54,2021-09-01 14:28:50,0.0,15.15,2021-09-01 14:29:04,14.35,14.351387904414965,14.78
TULSA,2021-09-01 14:28:51,AOK,519245,10904172,1934315,RTG4150,0.0,0.0,0.0,20.765699320419515,19.2,2021-09-01 14:29:42,0.0,12.01,2021-09-01 14:29:58,11.51,11.513216849005792,12.02
TULSA,2021-09-01 14:28:51,AOK,519245,10904172,1934315,RTM0950,0.0,0.0,0.0,12.880157628651235,12.2,2021-09-01 14:29:14,0.0,17.6,2021-09-01 14:29:32,16.85,16.858594900442185,17.2
TULSA,2021-09-01 14:29:30,BNSF,519639,10904182,1934317,RTM0950,0.0,0.0,0.0,12.87336668686585,12.36,2021-09-01 14:29:53,0.0,17.37,2021-09-01 14:30:11,16.79,16.790815824820143,17.09
TULSA,2021-09-01 14:29:30,BNSF,519639,10904182,1934317,RTG4150,0.0,0.0,0.0,20.974793593105257,19.26,2021-09-01 14:30:20,0.0,11.43,2021-09-01 14:30:37,11.14,11.140129490384389,11.33
TULSA,2021-09-01 14:30:07,CRGX,19221,10904142,1934312,RTM0950,0.0,0.0,0.0,15.099032241563666,16.34,2021-09-01 14:30:22,0.0,17.89,2021-09-01 14:30:34,16.71,16.711978100270077,17.33
TULSA,2021-09-01 14:30:07,CRGX,19221,10904142,1934312,RTG4150,0.0,0.0,0.0,20.411799623010005,21.36,2021-09-01 14:30:48,0.0,13.01,2021-09-01 14:30:57,11.98,11.989123370338296,13.03
TULSA,2021-09-01 14:30:20,CBFX,354107,10904192,1934319,RTM0950,0.0,0.0,0.0,13.659475086626653,13.5,2021-09-01 14:30:41,0.0,17.65,2021-09-01 14:30:57,16.52,16.526897271213127,17.22
TULSA,2021-09-01 14:30:20,CBFX,354107,10904192,1934319,RTG4150,0.0,0.0,0.0,20.573425649759123,19.58,2021-09-01 14:31:09,0.0,11.79,2021-09-01 14:31:23,11.5,11.50750226217128,11.77
TULSA,2021-09-01 14:30:51,BNSF,450109,10904132,1934310,RTM0950,0.0,0.0,0.0,13.679903679184347,13.26,2021-09-01 14:31:12,0.0,17.38,2021-09-01 14:31:29,16.38,16.387017730862016,17.06
TULSA,2021-09-01 14:30:51,BNSF,450109,10904132,1934310,RTG4150,0.0,0.0,0.0,20.541516803903125,19.48,2021-09-01 14:31:40,0.0,11.66,2021-09-01 14:31:55,11.27,11.271142155965366,11.64
TULSA,2021-09-01 15:32:13,DODX,42302,10904202,1934321,RTG4150,0.0,0.0,0.0,21.56612165608591,24.36,2021-09-01 15:34:05,0.0,15.51,2021-09-01 15:34:33,15.55,15.558350010856655,15.52
TULSA,2021-09-01 15:32:13,DODX,42302,10904202,1934321,RTM0950,0.0,0.0,0.0,11.838481766608117,3.41,2021-09-01 15:33:24,0.0,23.28,2021-09-01 15:34:10,21.58,21.58354557742112,22.57
TULSA,2021-09-01 15:34:56,DODX,42428,10904302,1934338,RTM0950,0.0,0.0,0.0,11.67630304230877,7.72,2021-09-01 15:35:28,0.0,21.11,2021-09-01 15:35:54,20.4,20.40097283610665,20.8
TULSA,2021-09-01 15:34:56,DODX,42428,10904302,1934338,RTG4150,0.0,0.0,0.0,21.519134819743034,21.35,2021-09-01 15:35:56,0.0,14.98,2021-09-01 15:36:17,15.2,15.205506321747826,15.04
TULSA,2021-09-01 15:36:20,DODX,42036,10904212,1934326,RTM0950,0.0,0.0,0.0,11.797362536307615,7.82,2021-09-01 15:36:52,0.0,20.92,2021-09-01 15:37:18,20.02,20.02287742188589,20.47
TULSA,2021-09-01 15:36:20,DODX,42036,10904212,1934326,RTG4150,0.0,0.0,0.0,21.08582059058557,21.27,2021-09-01 15:37:20,0.0,15.02,2021-09-01 15:37:41,14.85,14.850906616363266,15.07
TULSA,2021-09-01 15:37:38,DTTX,725237,10904222,1934329,RTG4150,0.0,0.0,0.0,20.69118294914744,22.29,2021-09-01 15:38:39,0.0,16.94,2021-09-01 15:38:55,16.81,16.818563120015256,16.76
TULSA,2021-09-01 15:37:38,DTTX,725237,10904222,1934329,RTM0950,0.0,0.0,0.0,11.496189021417841,9.04,2021-09-01 15:38:12,0.0,21.56,2021-09-01 15:38:33,20.93,20.936923683138904,21.2
TULSA,2021-09-01 15:38:41,PBFX,649098,10904242,1934331,RTM0950,0.0,0.0,0.0,13.809778452770743,15.8,2021-09-01 15:38:58,0.0,17.44,2021-09-01 15:39:10,16.64,16.645400423212767,16.95
TULSA,2021-09-01 15:38:41,PBFX,649098,10904242,1934331,RTG4150,0.0,0.0,0.0,20.095934350508955,21.11,2021-09-01 15:39:24,0.0,12.65,2021-09-01 15:39:34,12.05,12.05291329724589,12.59
TULSA,2021-09-01 15:38:59,TILX,250548,10904232,1934330,RTG4150,0.0,0.0,0.0,19.924812399723674,20.8,2021-09-01 15:39:42,0.0,12.26,2021-09-01 15:39:52,11.61,11.616354142410195,12.23
TULSA,2021-09-01 15:38:59,TILX,250548,10904232,1934330,RTM0950,0.0,0.0,0.0,13.784820909161857,15.54,2021-09-01 15:39:15,0.0,17.04,2021-09-01 15:39:28,16.43,16.43067390394789,16.93
TULSA,2021-09-01 15:39:16,IBPX,25039,10904252,1934332,RTG4150,0.0,0.0,0.0,20.41461950702137,20.15,2021-09-01 15:39:59,0.0,11.72,2021-09-01 15:40:10,12.11,12.112469820056576,11.66
TULSA,2021-09-01 15:39:16,IBPX,25039,10904252,1934332,RTM0950,0.0,0.0,0.0,13.85592965687209,15.87,2021-09-01 15:39:32,0.0,17.1,2021-09-01 15:39:45,16.6,16.605476861998557,16.54
TULSA,2021-09-01 15:39:34,SHPX,208794,10904262,1934333,RTM0950,0.0,0.0,0.0,13.705765041815479,15.8,2021-09-01 15:39:50,0.0,17.71,2021-09-01 15:40:03,16.62,16.626914564259888,17.12
TULSA,2021-09-01 15:39:34,SHPX,208794,10904262,1934333,RTG4150,0.0,0.0,0.0,20.770951758470737,20.87,2021-09-01 15:40:16,0.0,12.6,2021-09-01 15:40:27,12.02,12.021242541779312,12.54
TULSA,2021-09-01 15:39:52,GATX,213951,10904282,1934335,RTM0950,0.0,0.0,0.0,14.06673706528467,14.24,2021-09-01 15:40:12,0.0,17.26,2021-09-01 15:40:28,16.35,16.357661458791227,16.9
TULSA,2021-09-01 15:39:52,GATX,213951,10904282,1934335,RTG2130,0.0,0.0,0.0,20.071785092162347,20.1,2021-09-01 15:40:44,0.0,13.01,2021-09-01 15:40:57,12.78,12.783416960207452,13.04
TULSA,2021-09-01 15:40:21,RBOX,34875,10904272,1934334,RTG4150,0.0,0.0,0.0,22.474400896310033,25.35,2021-09-01 15:41:00,0.0,19.36,2021-09-01 15:41:07,18.22,18.222782094447332,19.5
TULSA,2021-09-01 15:40:21,RBOX,34875,10904272,1934334,RTM0950,0.0,0.0,0.0,13.520849133186285,15.2,2021-09-01 15:40:38,0.0,22.74,2021-09-01 15:40:48,20.75,20.758287163792584,22.52
TULSA,2021-09-01 15:40:38,CPCX,816200,10904372,1934351,RTM0950,0.0,0.0,0.0,12.407831134569545,14.6,2021-09-01 15:40:55,0.0,18.47,2021-09-01 15:41:08,17.77,17.771725698905147,17.99
TULSA,2021-09-01 15:40:38,CPCX,816200,10904372,1934351,RTG3140,0.0,0.0,0.0,21.24607438040989,21.57,2021-09-01 15:41:24,0.0,15.65,2021-09-01 15:41:34,15.27,15.272402912627483,15.78
TULSA,2021-09-01 15:40:58,XOMX,110134,10904292,1934337,RTG3140,0.0,0.0,0.0,20.07450786989792,21.07,2021-09-01 15:41:45,0.0,13.84,2021-09-01 15:41:55,13.41,13.41660281350831,13.71
TULSA,2021-09-01 15:40:58,XOMX,110134,10904292,1934337,RTM0950,0.0,0.0,0.0,13.923494429052166,15.6,2021-09-01 15:41:14,0.0,16.9,2021-09-01 15:41:28,15.86,15.860921349885809,16.44
TULSA,2021-09-01 15:41:15,MULX,200093,10904312,1934341,RTM0950,0.0,0.0,0.0,13.98217908976221,15.63,2021-09-01 15:41:31,0.0,16.51,2021-09-01 15:41:45,15.56,15.562343240956817,16.04
TULSA,2021-09-01 15:41:15,MULX,200093,10904312,1934341,RTG2130,0.0,0.0,0.0,20.540914188225727,20.81,2021-09-01 15:42:02,0.0,13.6,2021-09-01 15:42:13,12.75,12.754300457045815,13.53
TULSA,2021-09-01 15:51:22,WRWK,9232,10904342,1934345,RTM0950,0.0,0.0,0.0,13.793466769071005,13.59,2021-09-01 15:51:43,0.0,15.81,2021-09-01 15:52:01,14.87,14.878530507189106,15.44
TULSA,2021-09-01 15:51:22,WRWK,9232,10904342,1934345,RTG2130,0.0,0.0,10.633335749999999,19.69950069292249,19.37,2021-09-01 15:52:17,0.0,11.31,2021-09-01 15:52:32,10.63,10.571073374304191,11.26
TULSA,2021-09-01 15:51:49,TILX,518731,10904362,1934350,RTM0950,0.0,0.0,0.0,14.042057222191884,15.79,2021-09-01 15:52:05,0.0,18.14,2021-09-01 15:52:17,16.91,16.913444343688752,17.66
TULSA,2021-09-01 15:51:49,TILX,518731,10904362,1934350,RTG4150,0.0,0.0,0.0,20.37404942691174,21.48,2021-09-01 15:52:30,0.0,12.25,2021-09-01 15:52:40,11.74,11.744629365539739,12.17
TULSA,2021-09-01 15:52:04,DJJX,800014,10904322,1934342,RTG4150,0.0,0.0,0.0,19.9144018342051,20.85,2021-09-01 15:52:46,0.0,12.24,2021-09-01 15:52:57,11.44,11.446001345747366,12.2
TULSA,2021-09-01 15:52:04,DJJX,800014,10904322,1934342,RTM0950,0.0,0.0,0.0,13.798934977092832,15.67,2021-09-01 15:52:19,0.0,17.22,2021-09-01 15:52:32,16.36,16.366122736723113,16.75
TULSA,2021-09-01 15:52:24,TILX,540434,10904332,1934343,RTM0950,0.0,0.0,0.0,13.390643289745599,12.99,2021-09-01 15:52:48,0.0,15.92,2021-09-01 15:53:07,15.05,15.058371957083967,15.67
TULSA,2021-09-01 15:52:24,TILX,540434,10904332,1934343,RTG2130,0.0,0.0,10.633335749999999,19.70338826721461,19.12,2021-09-01 15:53:22,0.0,11.16,2021-09-01 15:53:38,10.63,10.5813141314067,11.2
TULSA,2021-09-01 15:53:06,TILX,291636,10904452,1934363,RTG4150,0.0,0.0,0.0,20.36548334708266,20.47,2021-09-01 15:54:00,0.0,13.02,2021-09-01 15:54:17,12.75,12.75275896444923,13.1
TULSA,2021-09-01 15:53:06,TILX,291636,10904452,1934363,RTM0950,0.0,0.0,0.0,13.495297814246696,10.96,2021-09-01 15:53:33,0.0,18.69,2021-09-01 15:53:53,17.72,17.727151277614567,18.33
TULSA,2021-09-01 15:53:58,TILX,250941,10904352,1934347,RTM0950,0.0,0.0,0.0,13.554478057841266,10.78,2021-09-01 15:54:25,0.0,18.8,2021-09-01 15:54:45,17.71,17.718752171462977,18.37
TULSA,2021-09-01 15:53:58,TILX,250941,10904352,1934347,RTG4150,0.0,0.0,0.0,20.371470668265452,20.21,2021-09-01 15:54:52,0.0,13.08,2021-09-01 15:55:10,12.79,12.793582158206615,12.96
TULSA,2021-09-01 15:54:52,CN,624023,10904382,1934352,RTG2130,0.0,0.0,0.0,19.433174704641374,19.44,2021-09-01 15:55:43,0.0,10.98,2021-09-01 15:55:56,10.68,10.68331797311381,11.1
TULSA,2021-09-01 15:54:52,CN,624023,10904382,1934352,RTM0950,0.0,0.0,0.0,12.456087792188873,14.99,2021-09-01 15:55:10,0.0,15.16,2021-09-01 15:55:25,14.68,14.686048278247489,14.79
TULSA,2021-09-01 15:55:16,BNGX,30823,10904392,1934353,RTG2130,0.0,0.0,0.0,19.24352201086005,19.5,2021-09-01 15:56:12,0.0,11.15,2021-09-01 15:56:28,10.73,10.835210525422877,11.17
TULSA,2021-09-01 15:55:16,BNGX,30823,10904392,1934353,RTM0950,0.0,0.0,0.0,13.473790926937989,13.09,2021-09-01 15:55:39,0.0,16.34,2021-09-01 15:55:57,15.2,15.209019372626194,16.11
TULSA,2021-09-01 15:57:30,BNGX,30307,10904422,1934357,RTG2130,0.0,0.0,0.0,20.056894065291996,19.57,2021-09-01 15:58:28,0.0,11.65,2021-09-01 15:58:44,11.25,11.25510223656818,11.59
